Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
3063,真理大學,會計資訊學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,9,259.60,---,---,---,---,---,---
3064,真理大學,財務金融學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,13,210.80,---,---,---,---,---,---
3065,真理大學,國際企業與貿易學系,國x2.00 英x1.00 歷x1.75,11,157.75,---,---,---,---,---,---
3066,真理大學,理財與稅務規劃學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,11,226.40,---,---,---,---,---,---
3067,真理大學,經濟學系,國x2.00 英x1.00 數乙x1.00 歷x2.00 地x2.00,5,268.70,---,---,---,---,---,---
3070,真理大學,觀光事業學系,國x1.00 英x1.00 歷x2.00 地x2.00,9,173.75,---,---,---,---,---,---
3071,真理大學,觀光數位知識學系,國x2.00 英x1.75 數乙x2.00,14,102.59,---,---,---,---,---,---
3072,真理大學,人文與資訊學系,國x2.00 英x1.00 歷x2.00,5,162.20,---,---,---,---,---,---
3073,真理大學,英美語文學系,國x1.75 英x2.00 歷x1.75,13,154.20,---,---,---,---,---,---
3074,真理大學,應用日語學系,國x1.50 英x1.50 歷x1.25,19,120.20,---,---,---,---,---,---
3075,真理大學,台灣文學系,國x1.50 歷x1.00 地x1.00,5,126.20,---,---,---,---,---,---
3076,真理大學,音樂應用學系-演奏教學A組,國x1.50 英x1.50 術x2.00,0,---,---,---,---,---,---,---
3077,真理大學,音樂應用學系-演奏教學B組,國x2.00 英x1.50 歷x1.00,2,137.68,---,---,---,---,---,---
3100,真理大學,音樂應用學系-行政管理組,國x2.00 英x1.50 公x1.00,5,130.00,---,---,---,---,---,---
3101,真理大學,統計資訊與精算學系,國x2.00 英x1.75 數乙x2.00,15,114.15,---,---,---,---,---,---
3102,真理大學,資訊工程學系乙組,國x2.00 數乙x1.00 歷x2.00 公x2.00,9,189.60,---,---,---,---,---,---
3103,真理大學,資訊工程學系甲組,國x2.00 數乙x1.00 歷x2.00 地x2.00,9,242.80,---,---,---,---,---,---
3104,真理大學,運動管理學系,國x2.00 英x2.00 數乙x1.50,26,98.80,---,---,---,---,---,---
3105,真理大學,運動資訊傳播學系,國x2.00 英x2.00 數乙x1.00 歷x2.00,10,159.60,---,---,---,---,---,---
3106,真理大學,航空事業學系,國x2.00 英x2.00 數乙x1.00 地x1.00,10,122.40,---,---,---,---,---,---
3107,國立臺北大學,法律學系法學組,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,24,520.78,---,---,---,---,---,---
3110,國立臺北大學,法律學系司法組,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,25,524.80,---,---,---,---,---,---
3111,國立臺北大學,法律學系財經法組,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,29,528.78,---,---,---,---,---,---
3112,國立臺北大學,企業管理學系,國x1.50 英x2.00 數乙x2.00,36,432.60,---,---,---,---,---,---
3113,國立臺北大學,金融與合作經營學系,國x1.00 英x2.00 數乙x2.00,15,412.10,---,---,---,---,---,---
3114,國立臺北大學,會計學系,國x1.00 英x2.00 數乙x2.00,36,406.80,---,---,---,---,---,---
3115,國立臺北大學,統計學系,國x1.00 英x1.25 數乙x1.50,37,296.23,---,---,---,---,---,---
3116,國立臺北大學,休閒運動管理學系,國x1.50 英x2.00 數乙x2.00,11,417.80,---,---,---,---,---,---
3117,國立臺北大學,公共行政暨政策學系,國x1.50 英x1.50 數乙x1.00 公x1.50,50,410.65,---,---,---,---,---,---
3120,國立臺北大學,財政學系,國x1.25 英x1.50 數乙x1.50 歷x1.00 地x1.00,26,501.80,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3122,國立臺北大學,經濟學系,國x1.00 英x1.50 數乙x1.50,49,315.35,---,---,---,---,---,---
3123,國立臺北大學,社會學系,國x1.00 英x1.50 數乙x1.00,13,265.98,---,---,---,---,---,---
3124,國立臺北大學,社會工作學系,國x1.50 英x1.25 數乙x1.00 歷x1.00 公x1.25,22,444.73,---,---,---,---,---,---
3125,國立臺北大學,中國文學系,國x2.00 英x1.50 歷x1.25 地x1.00,24,441.85,---,---,---,---,---,---
3126,國立臺北大學,應用外語學系,國x1.50 英x2.00 歷x1.00 地x1.00,23,434.60,---,---,---,---,---,---
3127,國立臺北大學,歷史學系,國x1.25 英x1.25 歷x1.50 地x1.00 公x1.00,12,467.53,---,495.71,---,---,---,---
3130,國立臺北大學,資訊工程學系,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,25,374.76,---,380.69,---,---,---,---
3131,國立臺北大學,通訊工程學系,國x1.00 英x1.25 數甲x1.50 物x1.25 化x1.00,11,366.63,---,---,---,---,---,372.56
3132,國立臺北大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,16,321.15,---,---,---,---,---,---
3133,國立嘉義大學,教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,29,347.15,---,378.07,---,---,---,---
3134,國立嘉義大學,輔導與諮商學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 公x1.00,31,385.40,---,399.49,---,---,---,---
3135,國立嘉義大學,體育與健康休閒學系,國x2.00 英x2.00 數乙x2.00 術x1.00,13,265.71,---,---,---,---,---,---
3136,國立嘉義大學,特殊教育學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,21,328.15,---,---,---,---,---,---
3137,國立嘉義大學,幼兒教育學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,32,302.85,---,321.67,---,---,---,---
3140,國立嘉義大學,數位學習設計與管理學系(社會組),國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,8,398.88,---,---,---,---,---,---
3141,國立嘉義大學,數位學習設計與管理學系(自然組),國x2.00 英x2.00 數甲x1.50,8,278.00,---,---,---,---,---,---
3142,國立嘉義大學,中國文學系,國x2.00 英x1.00 數乙x1.00 歷x1.50 地x1.00,28,358.60,---,---,---,---,---,---
3143,國立嘉義大學,視覺藝術學系,國x2.00 英x1.50 歷x1.00 地x1.00 術x2.00,23,376.95,---,---,---,---,---,---
3144,國立嘉義大學,應用歷史學系,國x1.25 英x1.00 歷x1.50 地x1.25,29,316.90,---,---,---,---,---,---
3145,國立嘉義大學,外國語言學系英語教學組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,31,297.00,---,---,---,---,---,---
3146,國立嘉義大學,外國語言學系應用外語組,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,34,325.53,---,---,---,---,---,---
3147,國立嘉義大學,音樂學系,國x1.00 英x1.00 術x2.00,10,183.18,---,---,---,---,---,---
3150,國立嘉義大學,企業管理學系,國x2.00 英x1.50 數乙x2.00 歷x1.00 地x1.00,28,465.93,---,---,---,---,---,---
3151,國立嘉義大學,應用經濟學系,國x1.00 英x1.50 數乙x1.50,31,253.38,---,---,---,---,---,---
3152,國立嘉義大學,生物事業管理學系,國x1.00 英x1.50 數乙x1.00,28,173.25,---,---,---,---,---,---
3153,國立嘉義大學,資訊管理學系(自然組),國x1.00 英x1.50 數甲x2.00,17,218.88,---,---,---,---,---,---
3154,國立嘉義大學,資訊管理學系(社會組),國x1.00 英x1.50 數乙x2.00,17,292.28,---,---,---,---,---,---
3155,國立嘉義大學,行銷與觀光管理學系,國x2.00 英x1.50 數乙x1.00,20,244.95,---,---,---,---,---,---
3156,國立嘉義大學,財務金融學系,國x1.50 英x2.00 數乙x2.00,26,373.30,---,---,---,---,---,---
3157,國立嘉義大學,農藝學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,21,206.03,---,---,---,---,---,---
3160,國立嘉義大學,園藝學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,22,211.95,---,---,---,217.69,---,---
3161,國立嘉義大學,森林暨自然資源學系,國x1.00 英x2.00 數甲x1.00 生x2.00,19,223.64,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3163,國立嘉義大學,動物科學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,22,356.43,---,---,---,---,---,---
3164,國立嘉義大學,生物農業科技學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,18,228.38,---,---,---,---,---,---
3165,國立嘉義大學,景觀學系(社會組),國x2.00 英x1.00 數乙x1.50 歷x1.00 地x2.00,11,451.60,---,465.72,---,---,---,---
3166,國立嘉義大學,景觀學系(自然組),國x1.50 英x1.00 數甲x1.00 生x2.00,9,212.25,---,---,---,---,---,---
3167,國立嘉義大學,植物醫學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,27,267.20,---,---,---,---,---,---
3170,國立嘉義大學,電子物理學系,國x1.00 英x1.50 數甲x1.50 物x2.00 化x1.00,34,271.70,---,---,---,---,---,---
3171,國立嘉義大學,應用化學系,國x1.00 英x1.50 數甲x1.00 物x1.50 化x2.00,42,314.58,---,---,---,---,---,---
3172,國立嘉義大學,應用數學系,國x1.00 英x1.50 數甲x2.00 物x1.50 化x1.00,23,236.60,---,---,---,---,---,---
3173,國立嘉義大學,資訊工程學系,國x1.00 英x1.50 數甲x2.00 物x1.25 化x1.00,24,331.45,---,---,---,---,---,---
3174,國立嘉義大學,生物機電工程學系,英x1.50 數甲x1.75 物x1.50 化x1.00,28,180.88,---,---,---,---,---,---
3175,國立嘉義大學,土木與水資源工程學系,國x1.00 英x1.50 數甲x1.75 物x1.50 化x1.00,35,214.70,---,---,---,---,---,---
3176,國立嘉義大學,電機工程學系,國x1.00 英x1.50 數甲x1.75 物x1.50 化x1.00,32,331.20,---,---,---,---,---,---
3177,國立嘉義大學,機械與能源工程學系,國x1.00 英x1.50 數甲x1.75 物x1.50 化x1.00,33,237.93,---,---,---,---,---,---
3200,國立嘉義大學,食品科學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,21,238.00,---,---,---,---,---,---
3201,國立嘉義大學,水生生物科學系,國x1.00 英x2.00 數甲x1.00 化x1.50 生x2.00,25,247.20,---,---,---,---,---,---
3202,國立嘉義大學,生物資源學系,國x1.00 英x1.75 數甲x1.00 化x1.50 生x2.00,25,265.85,---,---,---,---,---,---
3203,國立嘉義大學,生化科技學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.25,34,212.50,---,---,---,---,---,---
3204,國立嘉義大學,微生物免疫與生物藥學系,國x1.00 英x1.50 數甲x1.00 化x1.75 生x1.75,27,334.98,---,---,---,---,---,---
3205,國立嘉義大學,獸醫學系,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.25,25,432.71,---,---,---,---,---,---
3206,國立高雄大學,西洋語文學系,國x1.50 英x2.00 歷x1.00 地x1.00,20,331.50,---,---,---,---,---,---
3207,國立高雄大學,運動健康與休閒學系,國x1.50 英x2.00 數乙x2.00,27,283.50,---,---,---,---,---,---
3210,國立高雄大學,東亞語文學系日語組,國x2.00 英x2.00 歷x1.00 地x1.00,6,423.40,---,---,---,---,---,---
3211,國立高雄大學,東亞語文學系韓語組,國x2.00 英x2.00 歷x1.00 地x1.00,6,423.30,---,---,---,---,---,---
3212,國立高雄大學,東亞語文學系越語組,國x2.00 英x2.00 歷x1.00 地x1.00,5,405.90,---,---,---,---,---,---
3213,國立高雄大學,工藝與創意設計學系,國x2.00 英x1.50 歷x2.00,18,357.18,---,---,---,---,---,---
3214,國立高雄大學,建築學系,國x1.50 英x2.00 數甲x1.75 物x1.00 化x1.00,22,351.60,---,---,---,---,---,---
3215,國立高雄大學,法律學系,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,33,391.80,---,---,---,---,---,---
3216,國立高雄大學,政治法律學系,國x1.25 英x1.50 歷x1.00 公x1.00,24,350.55,---,---,---,---,---,---
3217,國立高雄大學,財經法律學系,國x1.25 英x1.25 數乙x1.00 歷x1.00 公x1.00,21,398.59,---,---,---,---,---,---
3220,國立高雄大學,應用經濟學系,國x1.50 英x2.00 數乙x2.00,23,380.00,---,---,---,---,---,---
3221,國立高雄大學,亞太工商管理學系企業管理組,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.00,8,369.95,---,---,---,---,---,---
3222,國立高雄大學,亞太工商管理學系工業管理組,國x1.00 英x1.25 數甲x1.00 物x1.00 化x1.00,12,214.55,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3224,國立高雄大學,金融管理學系,國x1.00 英x1.50 數乙x1.50 歷x1.00 地x1.00,28,428.33,數學乙78.80,---,---,---,---,---
3225,國立高雄大學,應用數學系,國x1.00 英x1.00 數甲x2.00 物x1.50,32,220.60,---,---,---,---,---,---
3226,國立高雄大學,應用化學系,英x1.00 數甲x1.00 物x1.00 化x1.50,24,223.90,---,---,---,---,---,---
3227,國立高雄大學,應用物理學系,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,27,295.45,---,---,---,---,---,---
3230,國立高雄大學,生命科學系,國x1.00 英x1.25 數甲x1.00 化x1.50 生x1.50,26,268.53,---,---,---,---,---,---
3231,國立高雄大學,電機工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,53,352.63,數學甲50.40,---,---,---,---,---
3232,國立高雄大學,土木與環境工程學系,國x1.00 英x1.00 數甲x2.00 物x1.50 化x1.50,20,307.85,---,---,---,---,---,---
3233,國立高雄大學,化學工程及材料工程學系,國x1.00 英x1.25 數甲x1.00 物x1.25 化x1.50,22,330.43,---,---,---,---,---,---
3234,國立高雄大學,資訊工程學系,國x1.00 英x2.00 數甲x2.00 物x1.00,12,341.20,---,---,---,---,---,---
3235,慈濟大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,21,413.65,---,418.97,418.01,---,---,---
3236,慈濟大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,1,409.10,---,---,---,---,---,---
3237,慈濟大學,醫學檢驗生物技術學系,國x1.00 英x1.75 數甲x1.00 化x1.50 生x1.50,11,375.36,---,---,---,---,---,---
3240,慈濟大學,公共衛生學系,國x1.50 英x2.00 數甲x1.50 化x1.00 生x1.00,18,129.20,---,---,---,---,---,---
3241,慈濟大學,護理學系,國x1.00 英x2.00 化x1.00 生x2.00,35,223.20,---,259.17,---,---,---,---
3242,慈濟大學,醫學資訊學系,國x2.00 英x1.25 數乙x1.75,18,117.36,---,---,---,---,---,---
3243,慈濟大學,物理治療學系,英x2.00 數甲x1.00 物x1.00 生x1.00,14,294.10,---,331.11,---,---,---,---
3244,慈濟大學,生命科學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,7,163.00,---,---,---,---,---,---
3245,慈濟大學,分子生物暨人類遺傳學系,國x1.00 英x1.75 數甲x1.00 化x2.00 生x2.00,10,156.70,---,---,---,---,---,---
3246,慈濟大學,傳播學系,國x2.00 英x1.00 公x1.50,9,134.00,---,---,---,---,---,---
3247,慈濟大學,兒童發展與家庭教育學系,國x2.00 英x2.00 公x1.00,5,140.00,---,---,---,---,---,---
3250,慈濟大學,社會工作學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 公x2.00,20,198.70,---,---,---,---,---,---
3251,慈濟大學,人類發展與心理學系,國x2.00 英x1.50 數乙x1.50,19,120.60,---,124.33,---,---,---,---
3252,慈濟大學,東方語文學系中文組,國x2.00 歷x1.00 公x1.00,1,145.80,---,---,---,---,---,---
3253,慈濟大學,東方語文學系日文組,國x2.00 歷x1.00 公x1.00,8,142.50,---,---,---,---,---,---
3254,慈濟大學,英美語文學系,國x1.50 英x2.00 公x1.00,2,154.90,---,---,---,---,---,---
3255,慈濟大學,國際服務產業管理學士學位學程,國x1.00 英x2.00 公x1.00,1,132.30,---,---,---,---,---,---
3256,臺北醫學大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,18,435.50,---,---,444.62,---,---,---
3257,臺北醫學大學,醫學系(公費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,3,409.90,---,---,---,---,---,---
3260,臺北醫學大學,牙醫學系,英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,18,417.70,---,474.12,417.80,---,---,---
3261,臺北醫學大學,藥學系藥學組,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.50,43,485.34,---,---,---,---,---,---
3262,臺北醫學大學,藥學系臨床藥學組,國x1.00 英x1.25 數甲x1.00 化x1.25 生x1.50,16,489.43,---,---,---,---,---,---
3263,臺北醫學大學,醫學檢驗暨生物技術學系,國x1.00 英x1.50 化x1.50 生x1.50,21,424.33,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
3265,臺北醫學大學,保健營養學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x1.50,15,514.50,---,---,---,---,---,---
3266,臺北醫學大學,公共衛生學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,16,446.63,英文87.75,---,---,---,---,---
3267,臺北醫學大學,醫務管理學系,國x1.25 英x1.50 數乙x1.25,26,291.50,---,---,---,---,---,---
3270,臺北醫學大學,呼吸治療學系,英x1.25 物x1.00 化x1.25 生x1.25,14,328.31,---,---,---,---,---,---
3271,臺北醫學大學,高齡健康管理學系,國x1.00 英x1.50 數甲x1.00 化x1.00 生x1.50,11,380.88,---,---,---,---,---,---
3272,臺北醫學大學,牙體技術學系,國x1.00 英x1.50 物x1.00 化x1.25 生x1.25,10,415.30,---,423.15,---,---,---,---
3273,臺北醫學大學,口腔衛生學系,國x1.00 英x1.25 數甲x1.00 化x1.00 生x1.25,13,358.91,---,---,---,---,---,---
3274,臺北醫學大學,生物醫學工程學系,英x1.00 物x1.50 化x1.50 生x1.50,20,387.05,---,---,---,---,---,---
3275,臺北醫學大學,食品安全學系,國x1.00 英x1.50 數甲x1.00 化x2.00 生x1.00,8,422.18,---,---,---,---,---,---
3276,康寧大學,嬰幼兒保育學系(台北校區),國x2.00 英x2.00 數乙x1.00,15,105.50,---,---,---,---,---,---
3277,康寧大學,長期照護學系(台北校區),國x2.00 英x2.00 數乙x1.00,10,108.40,---,---,---,---,---,---
3300,佛光大學,"文化資產與創意學系(文化資產創意應用組)",國x2.00 英x1.00 歷x2.00 地x2.00,1,292.70,---,---,---,---,---,---
3301,佛光大學,文化資產與創意學系(文化觀光組),國x1.75 歷x2.00 地x2.00,0,---,---,---,---,---,---,---
3302,佛光大學,傳播學系(數位媒體組),國x2.00 英x1.75 歷x2.00,3,169.60,---,---,---,---,---,---
3303,佛光大學,傳播學系(廣告公關組),國x2.00 英x1.75 地x2.00,3,179.35,---,---,---,---,---,---
3304,佛光大學,傳播學系(流行音樂傳播組),國x2.00 英x1.00 歷x2.00 地x2.00,4,248.20,---,---,---,---,---,---
3305,佛光大學,資訊應用學系(資訊系統與智慧應用組),國x2.00 英x1.75 數乙x2.00,5,175.73,---,---,---,---,---,---
